Title	Description	Transcription	Contributor Note	Notes	Subject (tgm)	Subject Name	Subject Geographic	Subject Topical	Creator	Finding Aid	Collection in Repository	Collection Number	Location in Collection	Object	Container type	filename	Alternative Title	Contributor	Creation Date	Date	Subject Topical Other	Coordinates	geonamesid	Digital Collection	Usage Rights	Copyright Holder	Additional Display	Caption	Title Note	Sponsor	Related Resource	Author Chief Source	Publisher	Place of Publication	Cataloging Agency	Is Part Of	Has Part Of	Form	Resource Type	Medium	Condition	Language	Physical Description of Analog Original	Creator Nationality/Culture	Style/Period	Volume/Issue	Scale	Projection	Map Type	Map Details	Current Location	Local Identifier	Creator Identifier	Search by Decade	Pagination	Sort Me	StreamingFile	Date created	Date modified
Man in camouflage army uniform	A man is standing on a Kiev street posing for the photograph. He is dressed in a camouflage military uniform with the German flag sewed in the sleeve.				Ribbons; Streets; Automobiles; Military uniforms; Hats;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 061	digfolder	60001_df0001_061.tif			2004	3 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06328.JPG					2014-07-31	2015-11-20
Little protestor	Many children came out to Maidan to participate in the revolution. This young girl is holding up an orange flag demonstrating support for the presidential candidate Viktor Yushchenko. The flagpole seems to be covered in orange ribbons and the girl is wearing an orange ribbon herself. Behind her another Yushchenko flag can be seen.  Also, behind the little girl, a woman in the lime green coat is wearing an interesting headpiece made of orange ribbons.				Children; Ribbons; Flags; Flagpoles; Headbands (Headgear); Night photographs;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0007: Central Independence Square events: Fashion, November-December 2004: Digital image 070	digfolder	60001_df0007_070.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00001.tif					2014-07-31	2015-02-05
Waiting for the decision of the Supreme Court	Preparations for watching transmissions of the Supreme Court (decision about repealing the elections or not) If they decide to repeal, that means peaceful resolution of conflict. Another emotionally intense day.				Flags; Night photographs; Coats; Headbands (Headgear); Crowds; Ribbons;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 196	digfolder	60001_df0001_196.tif			2004	11 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00031.bmp					2014-07-31	2015-11-20
News broadcast	The Maidan public is watching a news broadcast on a big screen.	Ющенко - за народ! Народ - за Ющенка!			Flags; Crowds; Night photographs; Television broadcasting;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 198	digfolder	60001_df0001_198.tif			2004	11 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00028.bmp					2014-07-31	2015-11-20
Protesters mingling outside the Central Terminal	Protesters are mingling outside of the Central Terminal of the Kyiv Passenger Railway Station. A stage has been erected near the Terminal entrance. Yushchenko supporters are wearing orange plastic ponchos, orange ribbons and headbands. One man is holding on orange Yushchenko flag on a long pole. Yanukovych supporters are wearing blue ribbons and waving blue and white Yanukovych flags and a large banner. It is snowing. There is snow on the white van to the left of the stage.	The blue and white Yanukovych banner reads: "За Януковича! Вибiр 2004" (For Yanukovych! The choice for 2004.) The orange Yushchenko flag reads: Вiрю Знаю Можемо. Так! (I believe, I know, we can. Yes!)			Political parades & rallies; Flags; Ribbons; Crowds; Stages (Platforms); Activists; Banners; Protests; Railroad stations;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine);		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 006	digfolder	60001_df0001_006.tif			2004	27 November 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC05950.JPG					2014-07-31	2015-11-20
Protesters talking	Protesters, supporters of 'orange' and 'blue' factions, quietly discussing the problems of their country - Ukraine. Protesters wear blue and orange ribbons on their arms, legs and heads, the symbols of their factions.				Activists; Ribbons; Crowds; Revolutionaries; Headbands (Headgear); Men; Women; Coats; Hats;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0003: Central Independence Square events: Conversation and Debate, November-December 2004: Digital image 06	digfolder	60001_df0003_006.tif			2004	27 November 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC05915.JPG					2014-07-31	2014-12-03
Tent City Fashion	A few protestors are observed to be wearing dark green trench coats to keep themselves warm and dry during the cold winter nights at Maidan. They are standing amongst tents at a region that during the Revolution became known as Tent City. A couple of pro-Yushchenko posters and a Ukrainian flag can be seen behind them.	Poster on the right reads: Львівський національний медичний інститут України - Ющенко ТАК; Poster on the left reads: Моршин за Ющенко			Posters; Tents; Flags; Signs (Notices); Coats; Clothing & dress;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0007: Central Independence Square events: Fashion, November-December 2004: Digital image 105	digfolder	60001_df0007_105.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00020.tif					2014-07-31	2015-02-05
Zoomed out view of Maĭdan Nezalez︠h︡nosti	In this photograph a mixed sea of crowds and flags is depicted. Towering above the crowds is the stage where political activists and speakers would come out, speak and boost the crowds morales, fueling them with energy and excitement. Behind the stage are three tall buildings, showing off Kiev's architecture. In the sky, a blimp can be observed with a Ukrainian flag hanging down from it.				Aircraft; Flags; Crowds; Hats; Vests; Political parades & rallies; Stage lighting; Fast food restaurants; Protest movements;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 032	digfolder	60001_df0001_032.tif			2004	29 November 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06162.JPG					2014-07-31	2015-11-20
Young man next to a Hummer	A young man wearing an orange headband is posing for a photograph next to a hummer with a Ukrainian license plate.				Streets; Vehicles; Automobiles; Headbands (Headgear); License plates;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0001: Central Independence Square events: Protesters and Signs, November-December 2004: Digital image: 074	digfolder	60001_df0001_074.tif			2004	4 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														DSC06356.JPG					2014-07-31	2015-11-20
Little boy making a poster	A little boy wearing an orange ribbon around his arm, is coloring in a poster that says "YES! Yushchenko" at one of the benches which were turned into arts and crafts stations for kids to create their very own Orange Revolution posters.	The drawing reads:ТАК! Ющенко			Children; Arts & crafts; Ribbons;		Ukraine--History--Orange Revolution, 2004.; Kiev (Ukraine); Maĭdan Nezalez︠h︡nosti (Kiev, Ukraine)		Bujak, Zbigniew.	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	The Zbigniew Bujak Orange Revolution Photographs, November - December 2004	60001	Orange Revolution: Central Independence Square events, November-December 2004	Digital Folder 0008: Central Independence Square events: Celebrations, November-December 2004: Digital image 27	digfolder	60001_df0008_27.tif			2004	10 December 2004				Zbigniew Bujak Orange Revolution Photographs	For copyright information or permissions questions, see our intellectual property statement: https://library.unc.edu/wilson/research/perm/													Photograph	Image														00015.tif					2014-07-31	2014-11-21
